planner,selected_score,selected_model_return,selected_true_return,samples_evaluated,first_action,selected_tail_gap,elite_model_error_mean,elite_pocket_mean,elite_disagreement_mean,elite_diversity,proposal_drift,proposal_std_mean,config,seed,optimal_true_return,optimal_first_action,repair,regret
cem_combined_repair,6.997020043954271,7.090762675867446,7.090762675862862,1280,1.0,4.583888824072346e-12,1.384450055451881e-08,1.2410771724476212e-10,0.04918686063941768,0.23382897788904392,1.7221556663327504,0.33905201793911366,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,combined,0.7149556650242186
random_shooting,5.282172282520298,5.282172282520298,5.282172282496752,256,0.8579865347723625,2.354560990625032e-11,4.650263808924775,0.30221564321704014,0.7710803860647272,0.5875565103479875,0.36104058794497473,0.5875565103479875,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,,2.5240115200179503
best_of_n,5.577854701947984,5.577854701947984,5.577854701870245,256,1.0,7.773870436267316e-11,5.289972911396124,0.3453751123991273,0.8660558526641652,0.6148748264317573,0.5508082318479576,0.6148748264317573,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,,2.2283291006444577
best_of_n_equal_budget,5.577854701947984,5.577854701947984,5.577854701870245,1280,1.0,7.773870436267316e-11,4.84008590175953,0.31401221129708895,0.8160384556325333,0.6376283006371124,0.31600404982728486,0.6376283006371124,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,,2.2283291006444577
cem,8.259429308471075,8.259429308471075,-6.683440581775193,1280,-0.9161126644888349,14.942869890246268,13.417375185960195,0.8162683628406171,1.8673441394379986,0.1183443224229358,1.1849384343519835,0.1183443224229358,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,none,14.489624384289897
cem_uncertainty,7.1891409584326516,7.236291398574737,7.2362913985271735,1280,0.7943020913400267,4.7563730731781106e-11,3.249510575150575e-09,2.1339988179334712e-11,0.042173930017933715,0.18615337102102497,1.663995938021202,0.18615337102102497,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,uncertainty_pessimism,0.569892403987529
cem_diversity,8.14797687015339,8.14797687015339,-6.218767638463071,1280,-1.0,14.36674450861646,9.441609257055932,0.5981709023265016,1.4535094988671822,0.3047720526742227,1.1706722287162863,0.3047720526742227,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,elite_diversity_floor,14.024951440977773
cem_veto,7.377152205892926,7.377152205892926,7.377152205881574,1280,0.9026596083083278,1.1352696560607e-11,5.2593621765376714e-11,1.6717355352817586e-14,0.03605110160292116,0.12029271256109689,1.6746921939030395,0.12029271256109689,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,model_disagreement_veto,0.42903159663312884
cem_shadow,7.503563549355713,8.307232671619722,-6.671442599360592,1280,-0.8785229829987881,14.978675270980315,12.996020809765993,0.7943649784555422,1.814601027337081,0.1446016929286036,1.1781566450454346,0.1446016929286036,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,shadow_realism,14.477626401875295
cem_conservative,6.176823326839139,6.176823326839139,-4.66581758611209,1280,-1.0,10.842640912951229,7.020427884302051,0.4555508384902581,1.1524367421473092,0.565376523748007,1.2256013656825944,1.0176777427464125,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,conservative_refit_temperature,12.472001388626794
cem_pilot_calibrated,7.479845732771925,7.479845732771925,7.479845732765292,1280,0.8929507097555847,6.632916438320535e-12,1.0548017160571223e-10,4.0777331145265497e-14,0.033354252043596315,0.09840669312194116,1.6678828495631408,0.09840669312194116,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,pilot_label_calibration,0.3263380697494105
cem_combined_repair,6.966957849301642,7.050532171012807,7.050532170998636,1280,0.8089356382467221,1.4170886686315498e-11,4.327934489422292e-09,1.1039788636630292e-11,0.04798068160046002,0.2416128100666937,1.7072450365784204,0.35033857459670587,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 10, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",10,7.806183802514703,1.0,combined,0.7556516315160664
random_shooting,5.299706153186834,5.299706153186834,-4.171322027820086,256,-0.8522316038032718,9.47102818100692,4.872610039181036,0.3208287066731703,0.8150843828174984,0.5923173476923917,0.4588623312723388,0.5923173476923917,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,,11.976667631287533
best_of_n,5.2404284140426185,5.2404284140426185,-3.963561031911409,256,-0.35487826886255003,9.203989445954027,4.173038153478592,0.27256106646953376,0.7200275684791392,0.6556541339887988,0.24953470727172133,0.6556541339887988,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,,11.768906635378858
best_of_n_equal_budget,5.767498024468367,5.767498024468367,-3.7093473108581088,1280,-0.8941538699616015,9.476845335326475,3.943282249381795,0.25549219996964134,0.670848831836425,0.6695987054271793,0.16439862981181091,0.6695987054271793,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,,11.514692914325558
cem,6.679227688929787,6.679227688929787,-5.640367972829157,1280,-0.8397682250416044,12.319595661758944,7.172516449346115,0.4654788574058341,1.125289045792535,0.44390174820439277,0.9281181101808912,0.44390174820439277,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,none,13.445713576296605
cem_uncertainty,7.553447929427782,7.600002744715818,7.600002744711642,1280,1.0,4.176214929429989e-12,1.1046616612894957e-11,1.881221404127195e-15,0.03707181067357141,0.0998571420684975,1.7109069373993622,0.0998571420684975,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,uncertainty_pessimism,0.20534285875580682
cem_diversity,6.679227688929787,6.679227688929787,-5.640367972829157,1280,-0.8397682250416044,12.319595661758944,8.433716245658731,0.5400775686588862,1.2943662462982237,0.4115835524228867,1.0996643540808664,0.4115835524228867,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,elite_diversity_floor,13.445713576296605
cem_veto,7.57142662269788,7.57142662269788,7.571426622692654,1280,1.0,5.226041821515537e-12,7.295634182250628e-12,6.287144482557809e-16,0.03672993239389933,0.09448318944395794,1.7038052232441285,0.09448318944395794,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,model_disagreement_veto,0.23391898077479478
cem_shadow,6.766217811887281,6.866015744688047,6.866015744685573,1280,0.9007763927838746,2.474465077284549e-12,-1.4743519225992083e-10,1.3589388486680558e-11,0.0477217427645609,0.19246317639020863,1.6952551892706245,0.19246317639020863,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,shadow_realism,0.9393298587818757
cem_conservative,6.722680700807483,6.722680700807483,6.722680700807436,1280,1.0,4.707345624410664e-14,5.403373754584952e-07,2.2376126760364476e-07,0.07118621354162816,0.38435115792427554,1.8285520988968695,0.6918320842636959,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,conservative_refit_temperature,1.0826649026600128
cem_pilot_calibrated,7.521951384643083,7.521951384643083,7.5219513846381325,1280,1.0,4.950706511408498e-12,1.1098882496823465e-11,1.2549499886716436e-15,0.03682918627284523,0.0994288383851887,1.6857023051816542,0.0994288383851887,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,pilot_label_calibration,0.2833942188293159
cem_combined_repair,6.944906961988625,7.041159443094419,7.041159443093106,1280,1.0,1.3136158827364852e-12,4.4743754001020675e-10,4.749386903943745e-13,0.05255102389229574,0.2501902240558672,1.757709010252424,0.36277582488100746,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 11, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",11,7.805345603467448,1.0,combined,0.7641861603743427
